Original Interest Rate_mean,Original Interest Rate_q25,Original Interest Rate_q75,Original Interest Rate_min,Original Interest Rate_max,Current Interest Rate_mean,Current Interest Rate_q25,Current Interest Rate_q75,Current Interest Rate_min,Current Interest Rate_max,Original UPB_mean,Original UPB_q25,Original UPB_q75,Original UPB_min,Original UPB_max,Debt-To-Income (DTI)_mean,Debt-To-Income (DTI)_q25,Debt-To-Income (DTI)_q75,Debt-To-Income (DTI)_min,Debt-To-Income (DTI)_max,Borrower Credit Score at Origination_mean,Borrower Credit Score at Origination_q25,Borrower Credit Score at Origination_q75,Borrower Credit Score at Origination_min,Borrower Credit Score at Origination_max,Co-Borrower Credit Score at Origination_mean,Co-Borrower Credit Score at Origination_q25,Co-Borrower Credit Score at Origination_q75,Co-Borrower Credit Score at Origination_min,Co-Borrower Credit Score at Origination_max,Loan Age_mean,Loan Age_q25,Loan Age_q75,Loan Age_min,Loan Age_max,Original Loan to Value Ratio (LTV)_mean,Original Loan to Value Ratio (LTV)_q25,Original Loan to Value Ratio (LTV)_q75,Original Loan to Value Ratio (LTV)_min,Original Loan to Value Ratio (LTV)_max,Original Combined Loan to Value Ratio (CLTV)_mean,Original Combined Loan to Value Ratio (CLTV)_q25,Original Combined Loan to Value Ratio (CLTV)_q75,Original Combined Loan to Value Ratio (CLTV)_min,Original Combined Loan to Value Ratio (CLTV)_max,Original Loan Term_mean,Original Loan Term_q25,Original Loan Term_q75,Original Loan Term_min,Original Loan Term_max,Mortgage Insurance Percentage_mean,Mortgage Insurance Percentage_q25,Mortgage Insurance Percentage_q75,Mortgage Insurance Percentage_min,Mortgage Insurance Percentage_max,Number of Borrowers_mean,Number of Borrowers_q25,Number of Borrowers_q75,Number of Borrowers_min,Number of Borrowers_max,Occupancy Status_P_rate,Occupancy Status_I_rate,Occupancy Status_S_rate,Property Type_SF_rate,Property Type_CO_rate,Property Type_CP_rate,Property Type_PU_rate,Property Type_MH_rate,Loan Purpose_P_rate,Loan Purpose_C_rate,Loan Purpose_R_rate,Amortization Type_FRM_rate,Amortization Type_ARM_rate,Interest Only Loan Indicator_Y_rate,Interest Only Loan Indicator_N_rate,Prepayment Penalty Indicator_Y_rate,Prepayment Penalty Indicator_N_rate,First Time Home Buyer Indicator_Y_rate,First Time Home Buyer Indicator_N_rate,loan_count,total_current_upb,total_original_upb,total_sched_principal,total_unsched_principal,total_principal,lp_empty_ratio,lp_all00_ratio,lp_end00_ratio,lp_end_not00_ratio,lp_has_02plus_ratio,lp_nonzero_count_mean,P_0_30,P_31_60,P_61_90,P_90plus,Pool,Month,Deal_Type,Deal_Number,Group,Deal_Year
4.272638,4.0,4.5,2.5,6.125,4.209696,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,57.05343,56.0,58.0,55.0,61.0,92.43382,90.0,95.0,81.0,97.0,92.469604,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.790745,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,3773247700.0,15660384000.0,6448772.0,137799330.0,144245100.0,0.6833113,0.2547076,0.30038503,0.016303694,0.042654313,0.54289496,0.9991055,0.0008944844,0.0,0.0,CAS_2017-C06_G2_012022,2022-01,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.1824074,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,69.07858,68.0,70.0,67.0,73.0,92.433685,90.0,95.0,81.0,97.0,92.46947,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.790745,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,3005901800.0,15660384000.0,6052588.0,20205148.0,26307402.0,0.7381783,0.21861088,0.25112802,0.010693659,0.02740344,0.34852907,0.9976477,0.0023523166,0.0,0.0,CAS_2017-C06_G2_012023,2023-01,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.178014,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,81.08658,80.0,82.0,79.0,85.0,92.433685,90.0,95.0,81.0,97.0,92.46947,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.790745,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,2702365400.0,15660384000.0,5845587.5,14087842.0,20093672.0,0.7576706,0.20982733,0.23350078,0.0088286605,0.016890265,0.22426604,0.9986185,0.0013362572,4.5251843e-05,0.0,CAS_2017-C06_G2_012024,2024-01,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.207781,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,58.056923,57.0,59.0,56.0,62.0,92.43382,90.0,95.0,81.0,97.0,92.469604,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.790745,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,3647418400.0,15660384000.0,6822674.0,119009560.0,125829480.0,0.69244075,0.24733786,0.29193237,0.01562688,0.041646615,0.5361268,0.99909943,0.0009005409,0.0,0.0,CAS_2017-C06_G2_022022,2022-02,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.181846,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,70.078705,69.0,71.0,68.0,74.0,92.433685,90.0,95.0,81.0,97.0,92.46947,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.790745,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,2981324000.0,15660384000.0,6198439.0,18381504.0,24578022.0,0.7397275,0.21761821,0.24959391,0.010678619,0.026516063,0.33330828,0.9978183,0.0021817,0.0,0.0,CAS_2017-C06_G2_022023,2023-02,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.17776,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,82.087494,81.0,83.0,80.0,86.0,92.433685,90.0,95.0,81.0,97.0,92.46947,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.790745,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,2685302000.0,15660384000.0,5928992.0,11130736.0,17063446.0,0.75882864,0.20916556,0.23157562,0.009595716,0.016168332,0.21817471,0.99869066,0.0012637812,4.553939e-05,0.0,CAS_2017-C06_G2_022024,2024-02,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.2050767,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,59.057976,58.0,60.0,57.0,63.0,92.43382,90.0,95.0,81.0,97.0,92.469604,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.790745,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,3556931000.0,15660384000.0,6187185.0,84138104.0,90487270.0,0.6990585,0.24166767,0.2858561,0.015085429,0.04102996,0.53454757,0.99889845,0.0011015738,0.0,0.0,CAS_2017-C06_G2_032022,2022-03,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.181551,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,71.08031,70.0,72.0,69.0,75.0,92.433685,90.0,95.0,81.0,97.0,92.46947,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.790745,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,2960047900.0,15660384000.0,6014168.0,15272875.0,21276054.0,0.7409909,0.21704668,0.24887198,0.010137168,0.02585429,0.32008785,0.9975848,0.0024151637,0.0,0.0,CAS_2017-C06_G2_032023,2023-03,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.1774435,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,83.088196,82.0,84.0,81.0,87.0,92.433685,90.0,95.0,81.0,97.0,92.46947,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.790745,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,2669448200.0,15660384000.0,5935056.5,9894949.0,15853841.0,0.7598815,0.20854892,0.23133498,0.00878354,0.015656961,0.21394838,0.99882543,0.0011287315,4.5809848e-05,0.0,CAS_2017-C06_G2_032024,2024-03,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.2026324,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,60.059795,59.0,61.0,58.0,64.0,92.43382,90.0,95.0,81.0,97.0,92.469604,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.790745,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,3463371500.0,15660384000.0,5848404.0,87733096.0,93559576.0,0.7054506,0.23640355,0.2792985,0.015250872,0.040323067,0.5303062,0.998733,0.0012669892,0.0,0.0,CAS_2017-C06_G2_042022,2022-04,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.1819353,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,72.080505,71.0,73.0,70.0,76.0,92.433685,90.0,95.0,81.0,97.0,92.46947,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.790745,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,2932873000.0,15660384000.0,5813724.0,20806414.0,27175000.0,0.742555,0.21665564,0.24631512,0.011129828,0.024711225,0.3038443,0.99801666,0.0019833213,0.0,0.0,CAS_2017-C06_G2_042023,2023-04,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.177395,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,84.089165,83.0,85.0,82.0,88.0,92.433685,90.0,95.0,81.0,97.0,92.46947,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.790745,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,2651903700.0,15660384000.0,5855823.5,11591001.0,17544324.0,0.7609794,0.20821802,0.23017688,0.008843701,0.014980147,0.20964685,0.9987907,0.001163212,4.6112913e-05,0.0,CAS_2017-C06_G2_042024,2024-04,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.1983323,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,61.062912,60.0,62.0,59.0,65.0,92.43382,90.0,95.0,81.0,97.0,92.469604,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.790745,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,3366687000.0,15660384000.0,6499105.5,90185416.0,96684530.0,0.71239924,0.23095897,0.27441043,0.0131903505,0.039315365,0.52165806,0.9986835,0.0013164891,0.0,0.0,CAS_2017-C06_G2_052022,2022-05,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.1809087,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,73.080696,72.0,74.0,71.0,77.0,92.433685,90.0,95.0,81.0,97.0,92.46947,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.790745,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,2904508000.0,15660384000.0,6458904.0,21870260.0,28364830.0,0.7444652,0.21630971,0.24663097,0.008903862,0.023147034,0.2904434,0.99801475,0.0019852337,0.0,0.0,CAS_2017-C06_G2_052023,2023-05,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.177158,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,85.089836,84.0,86.0,83.0,89.0,92.433685,90.0,95.0,81.0,97.0,92.46947,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.79094,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,2633394700.0,15660384000.0,5901686.0,12592894.0,18509102.0,0.7620924,0.20764649,0.2289586,0.008948984,0.014363494,0.2070148,0.9988174,0.001136199,4.6437024e-05,0.0,CAS_2017-C06_G2_052024,2024-05,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.1934056,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,62.067738,61.0,63.0,60.0,66.0,92.43382,90.0,95.0,81.0,97.0,92.469604,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.790745,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,3296888000.0,15660384000.0,6283306.0,63519050.0,69798940.0,0.7175731,0.22755986,0.27028936,0.0121375285,0.038277585,0.4995939,0.998498,0.0015019828,0.0,0.0,CAS_2017-C06_G2_062022,2022-06,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.180057,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,74.08172,73.0,75.0,72.0,78.0,92.433685,90.0,95.0,81.0,97.0,92.46947,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.790745,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,2881551600.0,15660384000.0,5676873.0,17267282.0,22956354.0,0.7460143,0.21525688,0.24342738,0.010558296,0.0225003,0.28272772,0.99815315,0.0018468313,0.0,0.0,CAS_2017-C06_G2_062023,2023-06,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.176647,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,86.09119,85.0,87.0,84.0,90.0,92.433685,90.0,95.0,81.0,97.0,92.46947,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.79094,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,2610547500.0,15660384000.0,6036976.5,16715383.0,22847086.0,0.76364154,0.2066388,0.22834195,0.008016484,0.013942366,0.20349537,0.9986872,0.0012659509,4.6843434e-05,0.0,CAS_2017-C06_G2_062024,2024-06,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.189125,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,63.071476,62.0,64.0,61.0,67.0,92.43382,90.0,95.0,81.0,97.0,92.469604,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.790745,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,3238198300.0,15660384000.0,6167525.5,52534708.0,58689736.0,0.72202504,0.224627,0.26594272,0.012032246,0.036938995,0.4758603,0.99854565,0.001454327,0.0,0.0,CAS_2017-C06_G2_072022,2022-07,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.1794186,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,75.0829,74.0,76.0,73.0,79.0,92.433685,90.0,95.0,81.0,97.0,92.46947,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.790745,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,2849945000.0,15660384000.0,6265355.5,25548564.0,31606598.0,0.74799967,0.21426423,0.24260017,0.009400193,0.02194381,0.27231982,0.99806964,0.0019303529,0.0,0.0,CAS_2017-C06_G2_072023,2023-07,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.176543,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,87.09137,86.0,88.0,85.0,91.0,92.433685,90.0,95.0,81.0,97.0,92.46947,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.79095,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,2588513500.0,15660384000.0,6097001.0,15885696.0,22034156.0,0.7651005,0.20561606,0.22707857,0.00782096,0.0134911565,0.20157021,0.9988862,0.0010665219,4.7242178e-05,0.0,CAS_2017-C06_G2_072024,2024-07,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.1873107,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,64.07184,63.0,65.0,62.0,68.0,92.43382,90.0,95.0,81.0,97.0,92.469604,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.790745,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,3175502600.0,15660384000.0,6096195.0,56508252.0,62695550.0,0.7263717,0.22327337,0.26180664,0.011821683,0.03367525,0.4426513,0.9983149,0.0016850933,0.0,0.0,CAS_2017-C06_G2_082022,2022-08,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.1794233,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,76.08326,75.0,77.0,74.0,80.0,92.433685,90.0,95.0,81.0,97.0,92.46947,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.790745,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,2823268400.0,15660384000.0,6117570.0,20569562.0,26676660.0,0.7498045,0.21316628,0.24102093,0.009174588,0.021251956,0.2632505,0.9983194,0.001680632,0.0,0.0,CAS_2017-C06_G2_082023,2023-08,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.176391,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,88.09196,87.0,89.0,86.0,92.0,92.433685,90.0,95.0,81.0,97.0,92.46947,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.79095,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,2565063400.0,15660384000.0,5576269.5,17639570.0,23450094.0,0.7666045,0.20469859,0.22488269,0.0085128145,0.013054987,0.19782518,0.99918115,0.0007711635,4.767407e-05,0.0,CAS_2017-C06_G2_082024,2024-08,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.185746,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,65.0739,64.0,66.0,63.0,69.0,92.43382,90.0,95.0,81.0,97.0,92.469604,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.790745,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,3133323000.0,15660384000.0,6187169.0,35962890.0,42179520.0,0.72930455,0.22146854,0.25915954,0.0115359165,0.032547228,0.4248135,0.9983847,0.0016152908,0.0,0.0,CAS_2017-C06_G2_092022,2022-09,C,06,G2,2017
4.272638,4.0,4.5,2.5,6.125,4.1792645,3.875,4.5,2.5,6.125,235537.0,152000.0,306000.0,15000.0,786000.0,35.195644,30.0,42.0,1.0,50.0,747.4513,717.0,782.0,620.0,833.0,750.85474,722.0,786.0,620.0,832.0,77.08343,76.0,78.0,75.0,81.0,92.433685,90.0,95.0,81.0,97.0,92.46947,90.0,95.0,81.0,97.0,359.65878,360.0,360.0,252.0,360.0,25.790745,25.0,30.0,6.0,35.0,1.4394176,1.0,2.0,1.0,4.0,0.95236737,0.005655156,0.0419775,0.5821953,0.104124054,0.002391409,0.3001895,0.011099747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4857117,0.5142883,66488.0,2795977700.0,15660384000.0,5942526.0,21337308.0,27290642.0,0.7515642,0.21223378,0.23920105,0.009234749,0.020635303,0.25455722,0.9983515,0.0016485035,0.0,0.0,CAS_2017-C06_G2_092023,2023-09,C,06,G2,2017
