Original Interest Rate_mean,Original Interest Rate_q25,Original Interest Rate_q75,Original Interest Rate_min,Original Interest Rate_max,Current Interest Rate_mean,Current Interest Rate_q25,Current Interest Rate_q75,Current Interest Rate_min,Current Interest Rate_max,Original UPB_mean,Original UPB_q25,Original UPB_q75,Original UPB_min,Original UPB_max,Debt-To-Income (DTI)_mean,Debt-To-Income (DTI)_q25,Debt-To-Income (DTI)_q75,Debt-To-Income (DTI)_min,Debt-To-Income (DTI)_max,Borrower Credit Score at Origination_mean,Borrower Credit Score at Origination_q25,Borrower Credit Score at Origination_q75,Borrower Credit Score at Origination_min,Borrower Credit Score at Origination_max,Co-Borrower Credit Score at Origination_mean,Co-Borrower Credit Score at Origination_q25,Co-Borrower Credit Score at Origination_q75,Co-Borrower Credit Score at Origination_min,Co-Borrower Credit Score at Origination_max,Loan Age_mean,Loan Age_q25,Loan Age_q75,Loan Age_min,Loan Age_max,Original Loan to Value Ratio (LTV)_mean,Original Loan to Value Ratio (LTV)_q25,Original Loan to Value Ratio (LTV)_q75,Original Loan to Value Ratio (LTV)_min,Original Loan to Value Ratio (LTV)_max,Original Combined Loan to Value Ratio (CLTV)_mean,Original Combined Loan to Value Ratio (CLTV)_q25,Original Combined Loan to Value Ratio (CLTV)_q75,Original Combined Loan to Value Ratio (CLTV)_min,Original Combined Loan to Value Ratio (CLTV)_max,Original Loan Term_mean,Original Loan Term_q25,Original Loan Term_q75,Original Loan Term_min,Original Loan Term_max,Mortgage Insurance Percentage_mean,Mortgage Insurance Percentage_q25,Mortgage Insurance Percentage_q75,Mortgage Insurance Percentage_min,Mortgage Insurance Percentage_max,Number of Borrowers_mean,Number of Borrowers_q25,Number of Borrowers_q75,Number of Borrowers_min,Number of Borrowers_max,Occupancy Status_P_rate,Occupancy Status_I_rate,Occupancy Status_S_rate,Property Type_SF_rate,Property Type_CO_rate,Property Type_CP_rate,Property Type_PU_rate,Property Type_MH_rate,Loan Purpose_P_rate,Loan Purpose_C_rate,Loan Purpose_R_rate,Amortization Type_FRM_rate,Amortization Type_ARM_rate,Interest Only Loan Indicator_Y_rate,Interest Only Loan Indicator_N_rate,Prepayment Penalty Indicator_Y_rate,Prepayment Penalty Indicator_N_rate,First Time Home Buyer Indicator_Y_rate,First Time Home Buyer Indicator_N_rate,loan_count,total_current_upb,total_original_upb,total_sched_principal,total_unsched_principal,total_principal,lp_empty_ratio,lp_all00_ratio,lp_end00_ratio,lp_end_not00_ratio,lp_has_02plus_ratio,lp_nonzero_count_mean,P_0_30,P_31_60,P_61_90,P_90plus,Pool,Month,Deal_Type,Deal_Number,Group,Deal_Year
4.6096425,4.375,4.875,3.0,6.375,4.5658083,4.375,4.875,2.875,6.375,220840.92,127000.0,293000.0,13000.0,1203000.0,33.8403,27.0,42.0,1.0,50.0,756.35724,727.0,792.0,620.0,840.0,763.716,740.0,796.0,620.0,835.0,127.39225,127.0,128.0,125.0,130.0,76.01581,74.0,80.0,59.0,80.0,76.7119,74.0,80.0,61.0,97.0,359.95346,360.0,360.0,304.0,360.0,,,,,,1.499511,1.0,2.0,1.0,4.0,0.783108,0.15143183,0.06546019,0.6113015,0.108993165,0.008590325,0.26536307,0.0057519614,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.19282407,0.80717593,146211.0,3460494800.0,32289372000.0,11446102.0,19838210.0,31420776.0,0.8232828,0.1631683,0.17454912,0.0021680996,0.0033718394,0.053853676,1.0,0.0,0.0,0.0,CAS_2015-C01_G1_072024,2024-07,C,01,G1,2015
4.6096425,4.375,4.875,3.0,6.375,4.570813,4.375,4.875,2.875,6.375,220840.92,127000.0,293000.0,13000.0,1203000.0,33.8403,27.0,42.0,1.0,50.0,756.35724,727.0,792.0,620.0,840.0,763.716,740.0,796.0,620.0,835.0,104.387726,104.0,105.0,102.0,107.0,76.01581,74.0,80.0,59.0,80.0,76.7119,74.0,80.0,61.0,97.0,359.95346,360.0,360.0,304.0,360.0,,,,,,1.499511,1.0,2.0,1.0,4.0,0.783108,0.15143183,0.06546019,0.6113015,0.108993165,0.008590325,0.26536307,0.0057519614,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.19282407,0.80717593,146211.0,4231879400.0,32289372000.0,11550317.0,44889188.0,56395504.0,0.7959251,0.18242814,0.20090143,0.0031734959,0.011148272,0.12080486,1.0,0.0,0.0,0.0,CAS_2015-C01_G1_082022,2022-08,C,01,G1,2015
4.6096425,4.375,4.875,3.0,6.375,4.567814,4.375,4.875,2.875,6.375,220840.92,127000.0,293000.0,13000.0,1203000.0,33.8403,27.0,42.0,1.0,50.0,756.35724,727.0,792.0,620.0,840.0,763.716,740.0,796.0,620.0,835.0,116.38846,116.0,117.0,114.0,119.0,76.01581,74.0,80.0,59.0,80.0,76.7119,74.0,80.0,61.0,97.0,359.95346,360.0,360.0,304.0,360.0,,,,,,1.499511,1.0,2.0,1.0,4.0,0.783108,0.15143183,0.06546019,0.6113015,0.108993165,0.008590325,0.26536307,0.0057519614,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.19282407,0.80717593,146211.0,3780930000.0,32289372000.0,11520997.0,24056364.0,35563590.0,0.81231236,0.17153293,0.1852665,0.0024211584,0.0057109245,0.06607574,1.0,0.0,0.0,0.0,CAS_2015-C01_G1_082023,2023-08,C,01,G1,2015
4.6096425,4.375,4.875,3.0,6.375,4.5655327,4.375,4.875,2.875,6.375,220840.92,127000.0,293000.0,13000.0,1203000.0,33.8403,27.0,42.0,1.0,50.0,756.35724,727.0,792.0,620.0,840.0,763.716,740.0,796.0,620.0,835.0,128.39252,128.0,129.0,126.0,131.0,76.01581,74.0,80.0,59.0,80.0,76.7119,74.0,80.0,61.0,97.0,359.95346,360.0,360.0,304.0,360.0,,,,,,1.499511,1.0,2.0,1.0,4.0,0.783108,0.15143183,0.06546019,0.6113015,0.108993165,0.008590325,0.26536307,0.0057519614,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.19282407,0.80717593,146211.0,3433366300.0,32289372000.0,10291366.0,16746671.0,27128804.0,0.8241514,0.16245016,0.17327014,0.0025784653,0.0033376422,0.053436473,1.0,0.0,0.0,0.0,CAS_2015-C01_G1_082024,2024-08,C,01,G1,2015
4.6096425,4.375,4.875,3.0,6.375,4.570315,4.375,4.875,2.875,6.375,220840.92,127000.0,293000.0,13000.0,1203000.0,33.8403,27.0,42.0,1.0,50.0,756.35724,727.0,792.0,620.0,840.0,763.716,740.0,796.0,620.0,835.0,105.38796,105.0,106.0,103.0,108.0,76.01581,74.0,80.0,59.0,80.0,76.7119,74.0,80.0,61.0,97.0,359.95346,360.0,360.0,304.0,360.0,,,,,,1.499511,1.0,2.0,1.0,4.0,0.783108,0.15143183,0.06546019,0.6113015,0.108993165,0.008590325,0.26536307,0.0057519614,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.19282407,0.80717593,146211.0,4181592300.0,32289372000.0,11460749.0,38957124.0,50287070.0,0.79800427,0.18104658,0.19884276,0.0031529774,0.01045749,0.11412274,1.0,0.0,0.0,0.0,CAS_2015-C01_G1_092022,2022-09,C,01,G1,2015
4.6096425,4.375,4.875,3.0,6.375,4.5677176,4.375,4.875,2.875,6.375,220840.92,127000.0,293000.0,13000.0,1203000.0,33.8403,27.0,42.0,1.0,50.0,756.35724,727.0,792.0,620.0,840.0,763.716,740.0,796.0,620.0,835.0,117.38906,117.0,118.0,115.0,120.0,76.01581,74.0,80.0,59.0,80.0,76.7119,74.0,80.0,61.0,97.0,359.95346,360.0,360.0,304.0,360.0,,,,,,1.499511,1.0,2.0,1.0,4.0,0.783108,0.15143183,0.06546019,0.6113015,0.108993165,0.008590325,0.26536307,0.0057519614,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.19282407,0.80717593,146211.0,3745740800.0,32289372000.0,10859511.0,24210238.0,35189304.0,0.81350243,0.17077374,0.1841038,0.0023938008,0.005368953,0.06300484,1.0,0.0,0.0,0.0,CAS_2015-C01_G1_092023,2023-09,C,01,G1,2015
4.6096425,4.375,4.875,3.0,6.375,4.5654273,4.375,4.875,2.875,6.375,220840.92,127000.0,293000.0,13000.0,1203000.0,33.8403,27.0,42.0,1.0,50.0,756.35724,727.0,792.0,620.0,840.0,763.716,740.0,796.0,620.0,835.0,129.39253,129.0,130.0,127.0,132.0,76.01581,74.0,80.0,59.0,80.0,76.7119,74.0,80.0,61.0,97.0,359.95346,360.0,360.0,304.0,360.0,,,,,,1.499511,1.0,2.0,1.0,4.0,0.783108,0.15143183,0.06546019,0.6113015,0.108993165,0.008590325,0.26536307,0.0057519614,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.19282407,0.80717593,146211.0,3403518500.0,32289372000.0,11274944.0,18508334.0,29847596.0,0.8252183,0.16162942,0.17242205,0.0023596035,0.0032076929,0.05261574,1.0,0.0,0.0,0.0,CAS_2015-C01_G1_092024,2024-09,C,01,G1,2015
4.6096425,4.375,4.875,3.0,6.375,4.5701632,4.375,4.875,2.875,6.375,220840.92,127000.0,293000.0,13000.0,1203000.0,33.8403,27.0,42.0,1.0,50.0,756.35724,727.0,792.0,620.0,840.0,763.716,740.0,796.0,620.0,835.0,106.38668,106.0,107.0,104.0,109.0,76.01581,74.0,80.0,59.0,80.0,76.7119,74.0,80.0,61.0,97.0,359.95346,360.0,360.0,304.0,360.0,,,,,,1.499511,1.0,2.0,1.0,4.0,0.783108,0.15143183,0.06546019,0.6113015,0.108993165,0.008590325,0.26536307,0.0057519614,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.19282407,0.80717593,146211.0,4128672000.0,32289372000.0,11678069.0,41064550.0,52920308.0,0.8000424,0.17969236,0.19738597,0.0025716259,0.009794065,0.10709865,1.0,0.0,0.0,0.0,CAS_2015-C01_G1_102022,2022-10,C,01,G1,2015
4.6096425,4.375,4.875,3.0,6.375,4.567362,4.375,4.875,2.875,6.375,220840.92,127000.0,293000.0,13000.0,1203000.0,33.8403,27.0,42.0,1.0,50.0,756.35724,727.0,792.0,620.0,840.0,763.716,740.0,796.0,620.0,835.0,118.390045,118.0,119.0,116.0,121.0,76.01581,74.0,80.0,59.0,80.0,76.7119,74.0,80.0,61.0,97.0,359.95346,360.0,360.0,304.0,360.0,,,,,,1.499511,1.0,2.0,1.0,4.0,0.783108,0.15143183,0.06546019,0.6113015,0.108993165,0.008590325,0.26536307,0.0057519614,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.19282407,0.80717593,146211.0,3714404400.0,32289372000.0,11130910.0,20189464.0,31336412.0,0.81476086,0.16999406,0.18276326,0.0024758738,0.004869675,0.060925648,1.0,0.0,0.0,0.0,CAS_2015-C01_G1_102023,2023-10,C,01,G1,2015
4.6096425,4.375,4.875,3.0,6.375,4.565083,4.375,4.875,2.875,6.375,220840.92,127000.0,293000.0,13000.0,1203000.0,33.8403,27.0,42.0,1.0,50.0,756.35724,727.0,792.0,620.0,840.0,763.716,740.0,796.0,620.0,835.0,130.39311,130.0,131.0,128.0,133.0,76.01581,74.0,80.0,59.0,80.0,76.7119,74.0,80.0,61.0,97.0,359.95346,360.0,360.0,304.0,360.0,,,,,,1.499511,1.0,2.0,1.0,4.0,0.783108,0.15143183,0.06546019,0.6113015,0.108993165,0.008590325,0.26536307,0.0057519614,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.19282407,0.80717593,146211.0,3371694000.0,32289372000.0,11205056.0,20589260.0,31824492.0,0.8263469,0.16078134,0.17140298,0.0022501727,0.0031187804,0.05213698,1.0,0.0,0.0,0.0,CAS_2015-C01_G1_102024,2024-10,C,01,G1,2015
4.6096425,4.375,4.875,3.0,6.375,4.569713,4.375,4.875,2.875,6.375,220840.92,127000.0,293000.0,13000.0,1203000.0,33.8403,27.0,42.0,1.0,50.0,756.35724,727.0,792.0,620.0,840.0,763.716,740.0,796.0,620.0,835.0,107.387215,107.0,108.0,105.0,110.0,76.01581,74.0,80.0,59.0,80.0,76.7119,74.0,80.0,61.0,97.0,359.95346,360.0,360.0,304.0,360.0,,,,,,1.499511,1.0,2.0,1.0,4.0,0.783108,0.15143183,0.06546019,0.6113015,0.108993165,0.008590325,0.26536307,0.0057519614,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.19282407,0.80717593,146211.0,4087479300.0,32289372000.0,11603269.0,29676032.0,41192830.0,0.8016086,0.17896739,0.19586761,0.0025237498,0.008952815,0.10098419,1.0,0.0,0.0,0.0,CAS_2015-C01_G1_112022,2022-11,C,01,G1,2015
4.6096425,4.375,4.875,3.0,6.375,4.567423,4.375,4.875,2.875,6.375,220840.92,127000.0,293000.0,13000.0,1203000.0,33.8403,27.0,42.0,1.0,50.0,756.35724,727.0,792.0,620.0,840.0,763.716,740.0,796.0,620.0,835.0,119.39058,119.0,120.0,117.0,122.0,76.01581,74.0,80.0,59.0,80.0,76.7119,74.0,80.0,61.0,97.0,359.95346,360.0,360.0,304.0,360.0,,,,,,1.499511,1.0,2.0,1.0,4.0,0.783108,0.15143183,0.06546019,0.6113015,0.108993165,0.008590325,0.26536307,0.0057519614,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.19282407,0.80717593,146211.0,3685308200.0,32289372000.0,11136518.0,17892644.0,29096136.0,0.8158004,0.16935115,0.1815185,0.0026810567,0.0043909145,0.059639834,1.0,0.0,0.0,0.0,CAS_2015-C01_G1_112023,2023-11,C,01,G1,2015
4.6096425,4.375,4.875,3.0,6.375,4.5652533,4.375,4.875,2.875,6.375,220840.92,127000.0,293000.0,13000.0,1203000.0,33.8403,27.0,42.0,1.0,50.0,756.35724,727.0,792.0,620.0,840.0,763.716,740.0,796.0,620.0,835.0,131.39268,131.0,132.0,129.0,134.0,76.01581,74.0,80.0,59.0,80.0,76.7119,74.0,80.0,61.0,97.0,359.95346,360.0,360.0,304.0,360.0,,,,,,1.499511,1.0,2.0,1.0,4.0,0.783108,0.15143183,0.06546019,0.6113015,0.108993165,0.008590325,0.26536307,0.0057519614,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.19282407,0.80717593,146211.0,3343315700.0,32289372000.0,10511167.0,17742622.0,28378414.0,0.8272565,0.16003583,0.17040442,0.0023390853,0.003111941,0.05187708,1.0,0.0,0.0,0.0,CAS_2015-C01_G1_112024,2024-11,C,01,G1,2015
4.6096425,4.375,4.875,3.0,6.375,4.569346,4.375,4.875,2.875,6.375,220840.92,127000.0,293000.0,13000.0,1203000.0,33.8403,27.0,42.0,1.0,50.0,756.35724,727.0,792.0,620.0,840.0,763.716,740.0,796.0,620.0,835.0,108.38828,108.0,109.0,106.0,111.0,76.01581,74.0,80.0,59.0,80.0,76.7119,74.0,80.0,61.0,97.0,359.95346,360.0,360.0,304.0,360.0,,,,,,1.499511,1.0,2.0,1.0,4.0,0.783108,0.15143183,0.06546019,0.6113015,0.108993165,0.008590325,0.26536307,0.0057519614,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.19282407,0.80717593,146211.0,4051296800.0,32289372000.0,11021380.0,25153750.0,36182524.0,0.80296284,0.17787991,0.1941646,0.0028725609,0.008604004,0.09571783,1.0,0.0,0.0,0.0,CAS_2015-C01_G1_122022,2022-12,C,01,G1,2015
4.6096425,4.375,4.875,3.0,6.375,4.5672197,4.375,4.875,2.875,6.375,220840.92,127000.0,293000.0,13000.0,1203000.0,33.8403,27.0,42.0,1.0,50.0,756.35724,727.0,792.0,620.0,840.0,763.716,740.0,796.0,620.0,835.0,120.39059,120.0,121.0,118.0,123.0,76.01581,74.0,80.0,59.0,80.0,76.7119,74.0,80.0,61.0,97.0,359.95346,360.0,360.0,304.0,360.0,,,,,,1.499511,1.0,2.0,1.0,4.0,0.783108,0.15143183,0.06546019,0.6113015,0.108993165,0.008590325,0.26536307,0.0057519614,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.19282407,0.80717593,146211.0,3657436000.0,32289372000.0,10947426.0,16954100.0,27872466.0,0.8167511,0.1687014,0.18077983,0.0024690344,0.004144695,0.058771227,1.0,0.0,0.0,0.0,CAS_2015-C01_G1_122023,2023-12,C,01,G1,2015
4.6096425,4.375,4.875,3.0,6.375,4.5648274,4.375,4.875,2.875,6.375,220840.92,127000.0,293000.0,13000.0,1203000.0,33.8403,27.0,42.0,1.0,50.0,756.35724,727.0,792.0,620.0,840.0,763.716,740.0,796.0,620.0,835.0,132.39357,132.0,133.0,130.0,135.0,76.01581,74.0,80.0,59.0,80.0,76.7119,74.0,80.0,61.0,97.0,359.95346,360.0,360.0,304.0,360.0,,,,,,1.499511,1.0,2.0,1.0,4.0,0.783108,0.15143183,0.06546019,0.6113015,0.108993165,0.008590325,0.26536307,0.0057519614,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.19282407,0.80717593,146211.0,3313691000.0,32289372000.0,11019689.0,18543610.0,29624654.0,0.828344,0.15913303,0.16937166,0.00228437,0.003064065,0.051049512,1.0,0.0,0.0,0.0,CAS_2015-C01_G1_122024,2024-12,C,01,G1,2015
4.6263967,4.5,4.75,2.75,6.5,4.580512,4.375,4.75,3.25,6.5,217977.98,144000.0,280000.0,19000.0,721000.0,34.523815,29.0,41.0,3.0,49.0,753.8619,728.0,785.0,620.0,835.0,757.31036,733.0,788.0,620.0,835.0,97.325226,96.0,98.0,95.0,100.0,92.78765,90.0,95.0,81.0,97.0,92.80528,90.0,95.0,81.0,97.0,359.97623,360.0,360.0,312.0,360.0,27.374353,25.0,30.0,6.0,35.0,1.4728723,1.0,2.0,1.0,4.0,0.96448565,0.00097268564,0.03454165,0.6174292,0.080642425,0.0022281287,0.2953458,0.004354465,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4363513,0.5636487,88415.0,2204350000.0,19272524000.0,5688437.0,69144840.0,73571770.0,0.8270203,0.14939773,0.16985805,0.0031216422,0.01249788,0.13763502,1.0,0.0,0.0,0.0,CAS_2015-C01_G2_012022,2022-01,C,01,G2,2015
4.6263967,4.5,4.75,2.75,6.5,4.5791965,4.375,4.75,3.25,6.5,217977.98,144000.0,280000.0,19000.0,721000.0,34.523815,29.0,41.0,3.0,49.0,753.8619,728.0,785.0,620.0,835.0,757.31036,733.0,788.0,620.0,835.0,98.32896,97.0,99.0,96.0,101.0,92.78765,90.0,95.0,81.0,97.0,92.80528,90.0,95.0,81.0,97.0,359.97623,360.0,360.0,312.0,360.0,27.374353,25.0,30.0,6.0,35.0,1.4728723,1.0,2.0,1.0,4.0,0.96448565,0.00097268564,0.03454165,0.6174292,0.080642425,0.0022281287,0.2953458,0.004354465,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4363513,0.5636487,88415.0,2145384800.0,19272524000.0,5734324.0,54325536.0,58965230.0,0.83114856,0.14567664,0.16561669,0.0032347452,0.012441328,0.13863032,1.0,0.0,0.0,0.0,CAS_2015-C01_G2_022022,2022-02,C,01,G2,2015
4.6263967,4.5,4.75,2.75,6.5,4.579093,4.375,4.75,3.25,6.5,217977.98,144000.0,280000.0,19000.0,721000.0,34.523815,29.0,41.0,3.0,49.0,753.8619,728.0,785.0,620.0,835.0,757.31036,733.0,788.0,620.0,835.0,99.3297,98.0,100.0,97.0,102.0,92.78765,90.0,95.0,81.0,97.0,92.80528,90.0,95.0,81.0,97.0,359.97623,360.0,360.0,312.0,360.0,27.374353,25.0,30.0,6.0,35.0,1.4728723,1.0,2.0,1.0,4.0,0.96448565,0.00097268564,0.03454165,0.6174292,0.080642425,0.0022281287,0.2953458,0.004354465,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4363513,0.5636487,88415.0,2100261500.0,19272524000.0,5067002.0,40671384.0,45123324.0,0.8342702,0.14283775,0.16261947,0.003110332,0.012430018,0.13978398,1.0,0.0,0.0,0.0,CAS_2015-C01_G2_032022,2022-03,C,01,G2,2015
4.6263967,4.5,4.75,2.75,6.5,4.5783157,4.375,4.75,3.25,6.5,217977.98,144000.0,280000.0,19000.0,721000.0,34.523815,29.0,41.0,3.0,49.0,753.8619,728.0,785.0,620.0,835.0,757.31036,733.0,788.0,620.0,835.0,100.332016,99.0,101.0,98.0,103.0,92.78765,90.0,95.0,81.0,97.0,92.80528,90.0,95.0,81.0,97.0,359.97623,360.0,360.0,312.0,360.0,27.374353,25.0,30.0,6.0,35.0,1.4728723,1.0,2.0,1.0,4.0,0.96448565,0.00097268564,0.03454165,0.6174292,0.080642425,0.0022281287,0.2953458,0.004354465,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4363513,0.5636487,88415.0,2055797600.0,19272524000.0,5141359.0,39460910.0,44463880.0,0.83726746,0.1403608,0.15944128,0.0032912968,0.012203812,0.13814399,1.0,0.0,0.0,0.0,CAS_2015-C01_G2_042022,2022-04,C,01,G2,2015
4.6263967,4.5,4.75,2.75,6.5,4.5770493,4.375,4.75,2.875,6.5,217977.98,144000.0,280000.0,19000.0,721000.0,34.523815,29.0,41.0,3.0,49.0,753.8619,728.0,785.0,620.0,835.0,757.31036,733.0,788.0,620.0,835.0,101.33241,100.0,102.0,99.0,104.0,92.78765,90.0,95.0,81.0,97.0,92.80528,90.0,95.0,81.0,97.0,359.97623,360.0,360.0,312.0,360.0,27.374353,25.0,30.0,6.0,35.0,1.4728723,1.0,2.0,1.0,4.0,0.96448565,0.00097268564,0.03454165,0.6174292,0.080642425,0.0022281287,0.2953458,0.004354465,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4363513,0.5636487,88415.0,2007248000.0,19272524000.0,5341636.0,43324490.0,48549570.0,0.840423,0.1378386,0.15681729,0.0027597127,0.011796641,0.13440028,1.0,0.0,0.0,0.0,CAS_2015-C01_G2_052022,2022-05,C,01,G2,2015
4.64718,4.375,4.875,3.25,6.25,4.6617126,4.446,4.875,2.75,6.125,213532.97,122000.0,281000.0,13000.0,1181000.0,34.299866,28.0,42.0,1.0,50.0,751.40515,718.0,790.0,620.0,834.0,759.23334,731.0,794.0,620.0,837.0,93.377686,92.0,95.0,90.0,98.0,76.01147,74.0,80.0,61.0,83.0,76.676125,74.0,80.0,61.0,97.0,359.94153,360.0,360.0,301.0,360.0,12.0,12.0,12.0,12.0,12.0,1.4822291,1.0,2.0,1.0,6.0,0.7631407,0.17669949,0.060159814,0.6061727,0.11186858,0.009795185,0.2651755,0.0069880737,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.18585601,0.81414396,134658.0,4415517000.0,28753922000.0,11384151.0,99521020.0,109360520.0,0.7669206,0.20506023,0.2296633,0.0034160614,0.013946442,0.15445054,1.0,0.0,0.0,0.0,CAS_2015-C02_G1_012022,2022-01,C,02,G1,2015
4.64718,4.375,4.875,3.25,6.25,4.657473,4.375,4.875,2.75,6.125,213532.97,122000.0,281000.0,13000.0,1181000.0,34.299866,28.0,42.0,1.0,50.0,751.40515,718.0,790.0,620.0,834.0,759.23334,731.0,794.0,620.0,837.0,105.380714,104.0,107.0,102.0,110.0,76.01147,74.0,80.0,61.0,83.0,76.676125,74.0,80.0,61.0,97.0,359.94153,360.0,360.0,301.0,360.0,12.0,12.0,12.0,12.0,12.0,1.4822291,1.0,2.0,1.0,6.0,0.7631407,0.17669949,0.060159814,0.6061727,0.11186858,0.009795185,0.2651755,0.0069880737,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.18585601,0.81414396,134658.0,3608800000.0,28753922000.0,9758759.0,25508936.0,35466772.0,0.8023066,0.17650642,0.19438133,0.0033120944,0.008956022,0.10222193,1.0,0.0,0.0,0.0,CAS_2015-C02_G1_012023,2023-01,C,02,G1,2015
4.64718,4.375,4.875,3.25,6.25,4.655995,4.375,4.875,2.75,6.375,213532.97,122000.0,281000.0,13000.0,1181000.0,34.299866,28.0,42.0,1.0,50.0,751.40515,718.0,790.0,620.0,834.0,759.23334,731.0,794.0,620.0,837.0,117.37668,116.0,119.0,114.0,122.0,76.01147,74.0,80.0,61.0,83.0,76.676125,74.0,80.0,61.0,97.0,359.94153,360.0,360.0,301.0,360.0,12.0,12.0,12.0,12.0,12.0,1.4822291,1.0,2.0,1.0,6.0,0.7631407,0.17669949,0.060159814,0.6061727,0.11186858,0.009795185,0.2651755,0.0069880737,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.18585601,0.81414396,134658.0,3245228500.0,28753922000.0,9457076.0,14124322.0,23539368.0,0.8167506,0.16688946,0.1803532,0.002896226,0.0047379285,0.06837321,1.0,0.0,0.0,0.0,CAS_2015-C02_G1_012024,2024-01,C,02,G1,2015
4.64718,4.375,4.875,3.25,6.25,4.661208,4.43,4.875,2.75,6.125,213532.97,122000.0,281000.0,13000.0,1181000.0,34.299866,28.0,42.0,1.0,50.0,751.40515,718.0,790.0,620.0,834.0,759.23334,731.0,794.0,620.0,837.0,94.37559,93.0,96.0,91.0,99.0,76.01147,74.0,80.0,61.0,83.0,76.676125,74.0,80.0,61.0,97.0,359.94153,360.0,360.0,301.0,360.0,12.0,12.0,12.0,12.0,12.0,1.4822291,1.0,2.0,1.0,6.0,0.7631407,0.17669949,0.060159814,0.6061727,0.11186858,0.009795185,0.2651755,0.0069880737,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.18585601,0.81414396,134658.0,4297291300.0,28753922000.0,11554412.0,107615880.0,118225870.0,0.772067,0.20025547,0.22457634,0.0033566516,0.013968721,0.1578146,1.0,0.0,0.0,0.0,CAS_2015-C02_G1_022022,2022-02,C,02,G1,2015
4.64718,4.375,4.875,3.25,6.25,4.6575046,4.375,4.875,2.75,6.125,213532.97,122000.0,281000.0,13000.0,1181000.0,34.299866,28.0,42.0,1.0,50.0,751.40515,718.0,790.0,620.0,834.0,759.23334,731.0,794.0,620.0,837.0,106.379814,105.0,108.0,103.0,111.0,76.01147,74.0,80.0,61.0,83.0,76.676125,74.0,80.0,61.0,97.0,359.94153,360.0,360.0,301.0,360.0,12.0,12.0,12.0,12.0,12.0,1.4822291,1.0,2.0,1.0,6.0,0.7631407,0.17669949,0.060159814,0.6061727,0.11186858,0.009795185,0.2651755,0.0069880737,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.18585601,0.81414396,134658.0,3577675800.0,28753922000.0,10092726.0,20997934.0,31124218.0,0.8036581,0.1755113,0.19300005,0.0033417991,0.008629268,0.09794442,1.0,0.0,0.0,0.0,CAS_2015-C02_G1_022023,2023-02,C,02,G1,2015
4.64718,4.375,4.875,3.25,6.25,4.6559663,4.375,4.875,2.75,6.375,213532.97,122000.0,281000.0,13000.0,1181000.0,34.299866,28.0,42.0,1.0,50.0,751.40515,718.0,790.0,620.0,834.0,759.23334,731.0,794.0,620.0,837.0,118.37631,117.0,120.0,115.0,123.0,76.01147,74.0,80.0,61.0,83.0,76.676125,74.0,80.0,61.0,97.0,359.94153,360.0,360.0,301.0,360.0,12.0,12.0,12.0,12.0,12.0,1.4822291,1.0,2.0,1.0,6.0,0.7631407,0.17669949,0.060159814,0.6061727,0.11186858,0.009795185,0.2651755,0.0069880737,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.18585601,0.81414396,134658.0,3219292700.0,28753922000.0,9641755.0,16238544.0,25936060.0,0.8177754,0.16602801,0.17900905,0.0032155535,0.0045448467,0.06781624,1.0,0.0,0.0,0.0,CAS_2015-C02_G1_022024,2024-02,C,02,G1,2015
